日付,場名,R,競走名,条件,格,距離,馬場,状態,天候,出走馬名,騎手,性齢,斤量,頭数,人気,単勝,結果,タイム,上り,着差,馬体重,増減,賞金,Rt,管理調教師,母父名,venue_type,race_class
2026-07-19,福島,5,メイクデビュー福島,2歳新馬,,2000,芝,良,晴,エンルートフライト,津村明秀,牡2,55.0,13,4,12.3,2,2:04.9,34.9,0.3,486,初出走,3100000,,池添学,クロフネ,中央,条件・未勝利
2026-07-19,福島,5,メイクデビュー福島,2歳新馬,,2000,芝,良,晴,マハロハ,団野大成,牝2,55.0,13,3,9.5,7,2:06.1,36.2,1.5,458,初出走,0,,清水久詞,キングカメハメハ,中央,条件・未勝利
2026-07-19,高知,5,3歳-2,3歳2組,,1600,ダート,不良,晴,ショウナンアンバー,塚本征吾,牡3,57.0,8,2,4.2,7,1:49.1,41.6,3.1,450,-4,0,,國澤輝幸,フジキセキ,地方,条件・未勝利
2026-07-20,フォートエリー,1,Allowance,3yo&up have never won 2,,1673,ダート,Fast,晴,Grand Warrior,S Vives,セン3,,5,1,,1,1:44.48,,,,,0,,A Adamo,アグネスデジタル,海外,条件・未勝利
2026-07-20,金沢,2,3歳B8,3歳B8,,1400,ダート,良,晴,ラルクアンレーヴ,加藤翔馬,牡3,57.0,8,1,1.4,1,1:34.2,39.3,-0.9,463,-7,430000,,鋤田誠二,サクラバクシンオー,地方,条件・未勝利
2026-07-22,門別,7,リゲル特別,3歳C1,,1200,ダート,稍重,曇,メイワメジェール,石川倭,牝3,55.0,9,1,1.4,4,1:15.3,38.7,0.6,470,2,140000,,茶木太樹,Oflee Wild,地方,条件・未勝利
2026-07-23,園田,10,六甲山特別,3歳交流未勝利,,1400,ダート,良,晴,マリノエステーラ,柴田裕一郎,牝3,53.0,9,2,3.7,1,1:31.3,38.9,-0.3,436,2,1500000,,中竹和也,First Samurai,地方,条件・未勝利
2026-07-25,中京,12,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ビッグヒーロー,川田将雅,牡3,57.0,16,2,3.4,2,1:32.5,34.8,0.1,486,-6,2300000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-07-25,中京,12,3歳未勝利,3歳未勝利,,1600,芝,良,晴,アスクブームキセキ,西塚洸二,牡3,57.0,16,9,43.8,6,1:33.0,34.9,0.6,462,2,0,,藤原英昭,フジキセキ,中央,条件・未勝利
2026-07-25,中京,12,3歳未勝利,3歳未勝利,,1600,芝,良,晴,レッドピアレス,中井裕二,牡3,57.0,16,10,56.7,10,1:33.5,35.7,1.1,464,4,0,,中内田充正,Mr. Greeley,中央,条件・未勝利
2026-07-25,中京,3,3歳未勝利,3歳未勝利,,2000,芝,良,晴,コスモフィレンツェ,幸英明,牡3,57.0,12,2,3.3,2,2:01.0,34.0,0.1,482,-8,2300000,,北出成人,Nathaniel,中央,条件・未勝利
2026-07-25,中京,3,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ラピス,M.デムーロ,牝3,55.0,12,6,34.5,7,2:01.8,33.4,0.9,432,-2,0,,安田翔伍,Frankel,中央,条件・未勝利
2026-07-25,新潟,6,豊栄特別,3歳上2勝,,1600,芝,良,曇,ジーネキング,斎藤新,牡3,55.0,15,2,4.6,2,1:31.8,33.3,0.2,494,0,6396000,,斎藤誠,Into Mischief,中央,条件・未勝利
2026-07-25,札幌,4,3歳未勝利,3歳未勝利牝,,1500,芝,良,曇,エアヴァイブス,武豊,牝3,55.0,14,3,4.5,3,1:28.2,34.3,0.3,426,-2,1500000,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-07-25,札幌,4,3歳未勝利,3歳未勝利牝,,1500,芝,良,曇,サンセリテ,舟山瑠泉,牝3,54.0,14,6,9.8,6,1:28.8,34.8,0.9,446,6,0,,鹿戸雄一,Street Sence,中央,条件・未勝利
2026-07-26,中京,10,3歳以上1勝クラス,3歳上1勝,,1400,ダート,良,晴,ポッドリプル,荻野極,牡3,55.0,16,1,2.7,1,1:24.5,37.1,0.0,464,0,8200000,,辻野泰之,Charm Spirit,中央,条件・未勝利
2026-07-26,中京,11,3歳以上1勝クラス,3歳上1勝牝,,1600,芝,良,晴,バースデイフライト,田山旺佑,牝3,52.0,16,1,4.1,3,1:33.3,33.6,0.3,444,-10,2100000,,新谷功一,War Front,中央,条件・未勝利
2026-07-26,中京,12,3歳未勝利,3歳未勝利,,1200,芝,良,晴,ウイングサンライズ,坂井瑠星,牝3,55.0,15,5,19.3,4,1:08.4,33.9,0.6,408,2,870000,,矢作芳人,Harland's Holiday,中央,条件・未勝利
2026-07-26,中京,2,メイクデビュー中京,2歳新馬,,2000,芝,良,曇,テーオーカメリア,藤懸貴志,牝2,55.0,6,6,29.6,2,2:02.3,34.5,1.1,440,初出走,3100000,,梅田智之,クロフネ,中央,条件・未勝利
2026-07-26,中京,3,3歳未勝利,3歳未勝利,,2200,芝,良,晴,ダノンミッドナイト,川田将雅,牡3,57.0,10,1,1.9,1,2:11.5,33.8,-0.2,488,2,5800000,,中内田充正,キンシャサノキセキ,中央,条件・未勝利
2026-07-26,中京,6,木曾川特別,3歳上2勝,,2000,芝,良,晴,レッドラージャ,坂井瑠星,牡3,53.0,10,3,4.3,2,1:58.0,33.7,0.4,526,8,6364000,,友道康夫,Giant's Causeway,中央,条件・未勝利
2026-07-26,中京,9,3歳以上1勝クラス,3歳上1勝,,1400,芝,良,晴,ルージュバロン,横山武史,牝3,53.0,14,5,6.8,2,1:19.3,33.6,0.0,458,-2,3300000,,福永祐一,Union Rags,中央,条件・未勝利
2026-07-26,中京,9,3歳以上1勝クラス,3歳上1勝,,1400,芝,良,晴,スウィッチインラヴ,坂井瑠星,牝3,53.0,14,4,5.4,6,1:19.7,34.7,0.4,448,-12,0,,矢作芳人,Galileo,中央,条件・未勝利
2026-07-26,新潟,4,3歳未勝利,3歳未勝利,,1600,芝,稍重,雨,ルシアージュ,西塚洸二,牝3,55.0,18,5,11.2,3,1:35.4,34.5,0.2,438,6,1500000,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-07-26,札幌,12,厚岸特別,3歳上1勝,,2000,芝,良,晴,フリーガー,西村淳也,牡3,55.0,9,4,8.8,9,2:03.8,38.5,3.6,428,0,0,,矢作芳人,Ghostzapper,中央,条件・未勝利
2026-07-26,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,リアライズセレスト,武豊,牡2,55.0,10,5,14.6,4,1:49.4,35.3,1.2,424,初出走,1200000,,武幸四郎,Quality Road,中央,条件・未勝利
2026-07-26,札幌,6,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ジングアップ,佐々木大輔,牡3,57.0,12,6,12.9,9,2:02.5,36.7,1.6,434,-8,0,,大竹正博,Storm Cat,中央,条件・未勝利
2026-07-28,門別,11,門別音頭祭り特別,C4,,1700,ダート,稍重,曇,レヴァンターセ,小野楓馬,牡3,57.0,10,4,12.8,5,1:52.4,41.6,2.3,474,2,38000,,小野望,ヴィクトワールピサ,地方,条件・未勝利
2026-08-01,中京,3,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ヴィーラー,富田暁,牝3,55.0,16,10,57.6,6,2:00.5,35.9,1.1,416,-4,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-08-01,中京,4,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,エアリアルグレース,国分恭介,牝3,55.0,16,16,402.8,13,1:58.2,39.9,1.8,472,6,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-08-01,中京,5,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,レッドバベル,吉村誠之助,牡3,57.0,16,8,51.8,11,2:00.5,44.1,5.9,482,初出走,0,,池江泰寿,Kitten's Joy,中央,条件・未勝利
2026-08-01,新潟,11,3歳未勝利,3歳未勝利牝,,2000,芝,良,曇,ヴェニゼロス,戸崎圭太,牝3,55.0,18,3,6.8,4,2:01.2,34.7,0.5,414,-8,870000,,林徹,Skipshot,中央,条件・未勝利
2026-08-01,新潟,11,3歳未勝利,3歳未勝利牝,,2000,芝,良,曇,フロンテアムーン,石田拓郎,牝3,52.0,18,10,59.6,7,2:01.6,35.5,0.9,394,-4,0,,奥村武,メイショウサムソン,中央,条件・未勝利
2026-08-01,新潟,2,メイクデビュー新潟,2歳新馬,,1800,芝,良,曇,セイウンサイフィー,野中悠太郎,牡2,55.0,8,6,68.2,6,1:50.7,34.6,1.5,502,初出走,0,,上原博之,Champs Elysees,中央,条件・未勝利
2026-08-01,札幌,7,3歳未勝利,3歳未勝利,,1800,芝,稍重,曇,ヒメヒオウギ,河原田菜々,牝3,51.0,12,2,4.7,4,1:49.4,35.7,0.7,396,6,870000,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-08-01,札幌,7,3歳未勝利,3歳未勝利,,1800,芝,稍重,曇,ボーントゥラブユー,鮫島克駿,牝3,55.0,12,8,18.5,11,1:50.2,36.3,1.5,478,6,0,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-08-01,札幌,9,釧路湿原特別,3歳上2勝,,1800,芝,稍重,曇,テルヒコウ,武豊,牡3,55.0,7,2,2.5,6,1:49.5,36.6,1.1,470,-6,0,,矢作芳人,ヴィクトワールピサ,中央,条件・未勝利
2026-08-01,高知,3,3歳-3,3歳3組,,1300,ダート,良,晴,シティプロスパー,井上瑛太,牝3,55.0,11,2,3.5,3,1:26.9,40.8,0.7,432,2,180000,,打越勇児,City Zip,地方,条件・未勝利
2026-08-01,高知,3,3歳-3,3歳3組,,1300,ダート,良,晴,ショウナンアンバー,岡村卓弥,牡3,57.0,11,7,40.4,8,1:29.2,41.9,3.0,448,-2,0,,國澤輝幸,フジキセキ,地方,条件・未勝利
2026-08-02,中京,1,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ルーチェブリラーレ,岩田望来,牝3,55.0,18,1,2.4,3,2:00.1,35.0,0.4,466,初出走,1500000,,福永祐一,Danehill Dancer,中央,条件・未勝利
2026-08-02,中京,3,メイクデビュー中京,2歳新馬,,1600,芝,良,晴,ムーンパッセ,J.コレット,牡2,55.0,10,5,15.8,7,1:34.8,34.6,0.6,500,初出走,0,,杉山晴紀,キンシャサノキセキ,中央,条件・未勝利
2026-08-02,中京,4,3歳未勝利,3歳未勝利,,1200,ダート,良,晴,リアライズガイザー,泉谷楓真,牡3,57.0,16,8,14.2,9,1:14.3,38.6,1.3,524,2,0,,杉山晴紀,City Zip,中央,条件・未勝利
2026-08-02,新潟,11,3歳未勝利,3歳未勝利,,2200,芝,良,晴,ヤマメホープ,戸崎圭太,牡3,57.0,14,2,3.0,2,2:12.8,35.4,0.3,478,2,2300000,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-08-02,新潟,12,3歳未勝利,3歳未勝利,,1400,芝,良,晴,ゴッドレイ,石田拓郎,牝3,52.0,18,3,6.9,4,1:21.6,34.6,0.4,400,8,870000,,伊藤大士,ダイワメジャー,中央,条件・未勝利
2026-08-02,札幌,1,3歳未勝利,3歳未勝利牝,,1700,ダート,良,晴,クルサール,富田暁,牝3,55.0,14,7,31.0,11,1:49.0,41.0,3.2,450,20,0,,武英智,Medaglia d'Oro,中央,条件・未勝利
2026-08-02,札幌,4,3歳以上1勝クラス,3歳上1勝,,2600,芝,良,晴,クオンタムスター,佐々木大輔,牡3,55.0,13,1,1.7,2,2:39.7,36.7,0.4,492,10,3300000,,堀宣行,Mastercraftsman,中央,条件・未勝利
2026-08-02,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,オンザボー,佐々木大輔,牡2,55.0,10,3,3.5,3,1:51.2,35.6,0.4,482,初出走,2000000,,田中博康,Temple City,中央,条件・未勝利
2026-08-02,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,スワッグウォーク,武豊,牡2,55.0,10,2,2.8,4,1:51.9,36.4,1.1,510,初出走,1200000,,武幸四郎,Speightstown,中央,条件・未勝利
2026-08-03,金沢,3,3歳B2,3歳B2,,1400,ダート,良,晴,フィオーレクラウド,加藤翔馬,牝3,55.0,9,2,5.6,7,1:35.1,42.1,1.7,463,2,0,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-08-08,中京,12,3歳未勝利,3歳未勝利牝,,1400,芝,良,曇,ゴッドアイ,J.コレット,牝3,55.0,18,1,3.5,1,1:19.8,34.3,-0.2,434,14,5800000,,橋口慎介,アドマイヤムーン,中央,条件・未勝利
2026-08-08,中京,12,3歳未勝利,3歳未勝利牝,,1400,芝,良,曇,ウイングサンライズ,丸山元気,牝3,55.0,18,8,26.1,6,1:20.4,34.6,0.6,402,-6,0,,矢作芳人,Harland's Holiday,中央,条件・未勝利
2026-08-08,中京,4,3歳未勝利,3歳未勝利,,1900,ダート,良,晴,トゥレネヴェリテ,柴田裕一郎,牡3,55.0,16,14,98.9,7,2:03.1,40.7,1.1,458,0,0,,中竹和也,Cozzene,中央,条件・未勝利
2026-08-08,新潟,3,メイクデビュー新潟,2歳新馬,,1800,芝,良,晴,アトミックリーチ,戸崎圭太,牡2,55.0,12,1,2.6,4,1:47.8,33.6,0.6,454,初出走,1200000,,宮田敬介,Bernardini,中央,条件・未勝利
2026-08-08,新潟,5,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,オーロラボレアリス,津村明秀,牝3,55.0,15,4,7.3,5,1:56.6,41.4,1.3,476,6,580000,,吉岡辰弥,To Honor and Serve,中央,条件・未勝利
2026-08-08,札幌,12,摩周湖特別,3歳上2勝,,1500,芝,稍重,曇,ジーネキング,横山武史,牡3,55.0,13,1,3.3,2,1:27.8,34.7,0.0,494,0,6380000,,斎藤誠,Into Mischief,中央,条件・未勝利
2026-08-08,札幌,3,3歳未勝利,3歳未勝利,,1700,ダート,稍重,小雨,ジングアップ,池添謙一,牡3,57.0,14,9,46.8,9,1:49.9,39.2,3.7,434,0,0,,大竹正博,Storm Cat,中央,条件・未勝利
2026-08-08,札幌,4,3歳以上1勝クラス,3歳上1勝,,1500,芝,稍重,曇,ネッタイヤライ,古川奈穂,牡3,53.0,14,7,12.7,4,1:28.3,37.1,0.4,448,2,1200000,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-08-08,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,稍重,曇,シネファイル,斎藤新,牝2,55.0,12,4,9.3,2,1:51.7,35.1,0.4,436,初出走,3100000,,斎藤誠,ルーラーシップ,中央,条件・未勝利
2026-08-08,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,稍重,曇,ロマノヴェリテ,北村友一,牡2,55.0,12,7,15.6,3,1:51.7,35.5,0.4,434,初出走,2000000,,中竹和也,Cozzene,中央,条件・未勝利
2026-08-08,札幌,6,3歳未勝利,3歳未勝利牝,,2000,芝,稍重,曇,スウィーティーベル,浜中俊,牝3,55.0,16,9,25.3,8,2:02.0,37.1,1.2,396,-2,0,,田中克典,Star Dabbler,中央,条件・未勝利
2026-08-08,札幌,9,3歳以上1勝クラス,3歳上1勝牝,,1700,ダート,稍重,小雨,ジーティーアリア,北村友一,牝3,53.0,14,5,10.8,4,1:47.2,39.8,0.2,452,6,1200000,,田中克典,Siyouni,中央,条件・未勝利
2026-08-09,中京,1,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ラピス,団野大成,牝3,55.0,16,7,28.2,4,2:00.7,34.4,0.8,438,6,870000,,安田翔伍,Frankel,中央,条件・未勝利
2026-08-09,中京,12,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ビッグヒーロー,川田将雅,牡3,57.0,15,1,2.4,2,1:33.9,34.2,0.2,486,0,2300000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-08-09,中京,2,メイクデビュー中京,2歳新馬,,1600,芝,良,晴,レニュアージュ,松山弘平,牝2,55.0,9,3,5.5,1,1:34.8,34.8,-0.1,492,初出走,7800000,,藤原英昭,Broken Vow,中央,条件・未勝利
2026-08-09,中京,3,メイクデビュー中京,2歳新馬,,2000,芝,良,晴,ドラゴンバルド,川田将雅,牡2,55.0,8,1,1.5,1,2:03.6,33.6,-0.2,484,初出走,7800000,,福永祐一,El Corredor,中央,条件・未勝利
2026-08-09,新潟,1,2歳未勝利,2歳未勝利,,2000,芝,良,曇,シアルナーレ,戸崎圭太,牡2,55.0,16,4,7.7,2,2:00.2,35.0,0.2,434,-2,2400000,,田中博康,キンシャサノキセキ,中央,条件・未勝利
2026-08-09,新潟,1,2歳未勝利,2歳未勝利,,2000,芝,良,曇,マハロハ,吉村誠之助,牝2,55.0,16,9,63.1,3,2:01.0,35.9,1.0,450,-8,1500000,,清水久詞,キングカメハメハ,中央,条件・未勝利
2026-08-09,新潟,11,3歳未勝利,3歳未勝利牝,,1600,芝,良,晴,ルシアージュ,吉村誠之助,牝3,55.0,18,5,12.4,8,1:34.2,33.3,0.5,438,0,0,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-08-09,新潟,11,3歳未勝利,3歳未勝利牝,,1600,芝,良,晴,スカイドリーマー,杉原誠人,牝3,55.0,18,10,44.8,11,1:34.7,33.2,1.0,442,-4,0,,木村哲也,Giant's Causeway,中央,条件・未勝利
2026-08-09,新潟,3,3歳未勝利,3歳未勝利牝,,1200,ダート,良,曇,エコロセレナ,岩田望来,牝3,55.0,15,2,4.2,10,1:14.3,39.0,1.7,466,-4,0,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-08-09,新潟,7,レパードS,3歳OP,GIII,1800,ダート,良,晴,チェリヴェント,吉村誠之助,牡3,57.0,12,6,20.8,1,1:51.2,37.6,0.0,504,4,37427000,112,清水久詞,Successful Appeal,中央,重賞
2026-08-09,札幌,6,3歳未勝利,3歳未勝利,,2600,芝,良,晴,ドンテスタマスター,斎藤新,牡3,57.0,14,2,4.4,1,2:43.5,36.0,-0.2,520,4,5800000,,杉山晴紀,Intikhab,中央,条件・未勝利
2026-08-09,札幌,7,3歳未勝利,3歳未勝利,,2000,芝,良,晴,オートカリテ,長浜鴻緒,牝3,54.0,16,7,18.4,14,2:03.5,37.3,1.9,516,0,0,,牧光二,Quality Road,中央,条件・未勝利
2026-08-12,園田,12,C2 3歳以上特別,C2,,1870,ダート,重,雨,アスピラシオン,吉村智洋,牡3,56.0,12,4,8.4,1,2:07.8,42.0,-0.2,508,-3,800000,,森澤友貴,Van Nistelrooy,地方,条件・未勝利
2026-08-12,門別,8,3歳以上C4-2,C4,,1200,ダート,良,晴,ライトフライヤー,小野楓馬,牡3,57.0,11,1,1.8,2,1:15.4,39.2,0.0,508,22,112000,,小野望,Pivotal,地方,条件・未勝利
2026-08-15,中京,4,3歳未勝利,3歳未勝利,,1400,芝,良,曇,ヴィーラー,中井裕二,牝3,55.0,14,12,131.6,13,1:20.9,34.2,1.1,420,4,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-08-15,新潟,12,3歳未勝利,3歳未勝利,,2000,芝,良,晴,イノーマル,三浦皇成,牡3,57.0,18,3,8.9,11,2:01.1,35.7,0.9,438,初出走,0,,高柳瑞樹,More Than Ready,中央,条件・未勝利
2026-08-15,札幌,2,2歳未勝利,2歳未勝利,,1800,芝,良,晴,オンザボー,佐々木大輔,牡2,55.0,10,3,8.9,2,1:49.1,35.7,0.0,480,-2,2400000,,田中博康,Temple City,中央,条件・未勝利
2026-08-15,札幌,6,3歳未勝利,3歳未勝利,,1500,芝,良,晴,エアヴァイブス,北村友一,牝3,55.0,14,2,4.0,1,1:29.0,34.2,-0.3,422,-4,5800000,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-08-16,中京,11,3歳以上1勝クラス,3歳上1勝,,1400,芝,良,晴,スウィッチインラヴ,松山弘平,牝3,53.0,16,2,6.4,7,1:19.8,34.6,0.4,438,-10,0,,矢作芳人,Galileo,中央,条件・未勝利
2026-08-16,中京,11,3歳以上1勝クラス,3歳上1勝,,1400,芝,良,晴,ルージュバロン,岩田望来,牝3,53.0,16,1,2.1,8,1:19.8,34.3,0.4,460,2,0,,福永祐一,Union Rags,中央,条件・未勝利
2026-08-16,中京,12,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,コンゴウフジ,渡辺竜也,牡3,57.0,16,8,16.2,4,1:55.9,38.9,0.9,458,-20,870000,,福永祐一,キングヘイロー,中央,条件・未勝利
2026-08-16,中京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,コスモフィレンツェ,幸英明,牡3,57.0,18,1,2.5,10,1:59.1,36.2,1.4,482,0,0,,北出成人,Nathaniel,中央,条件・未勝利
2026-08-16,新潟,4,メイクデビュー新潟,2歳新馬,,1600,芝,良,晴,アルティシモ,三浦皇成,牡2,55.0,13,5,19.8,8,1:36.0,34.3,1.7,480,初出走,0,,和田正一郎,キンシャサノキセキ,中央,条件・未勝利
2026-08-16,札幌,4,3歳未勝利,3歳未勝利,,1700,ダート,良,晴,ブライトエンジェル,川又賢治,牝3,55.0,14,6,13.6,2,1:46.4,37.2,0.1,464,8,2300000,,角田晃一,ロードカナロア,中央,条件・未勝利
2026-08-16,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,シティオブドリーム,横山典弘,牝2,55.0,12,3,5.6,1,1:51.7,35.8,-0.3,506,初出走,7800000,,昆貢,Street Cry,中央,条件・未勝利
2026-08-16,札幌,7,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ウイルソン,北村友一,牡3,57.0,16,1,3.3,1,2:00.4,35.6,-0.1,470,-2,5800000,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-08-16,札幌,7,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ヒメヒオウギ,河原田菜々,牝3,55.0,16,6,12.1,4,2:01.1,35.8,0.7,398,2,870000,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-08-16,盛岡,6,3歳C2二組,3歳C2,,1400,ダート,稍重,晴,ユマハム,高橋悠里,牡3,56.0,11,1,1.6,8,1:27.5,39.6,3.6,462,-4,0,,伊藤和忍,Rainbow Quest,地方,条件・未勝利
2026-08-17,金沢,4,だいちくんゆりなさん結婚記念,3歳B3,,1400,ダート,良,曇,ラルクアンレーヴ,魚住謙心,牡3,57.0,10,2,8.6,3,1:33.8,40.6,0.1,460,-3,77000,,鋤田誠二,サクラバクシンオー,地方,条件・未勝利
2026-08-18,金沢,2,加賀片山賞,3歳交流未勝利,,1500,ダート,良,晴,サンライズレマ,藤懸貴志,牡3,57.0,8,4,7.5,1,1:37.4,39.4,-0.7,485,-1,1000000,,石坂公一,ジャスタウェイ,地方,条件・未勝利
2026-08-22,中京,11,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ヴェルサイユシエル,森田誠也,牝3,52.0,16,9,53.2,12,1:33.8,34.6,0.8,442,初出走,0,,斉藤崇史,Tizway,中央,条件・未勝利
2026-08-22,中京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,アスクブームキセキ,菱田裕二,牡3,57.0,18,4,7.9,1,1:58.9,33.7,-0.1,462,0,5800000,,藤原英昭,フジキセキ,中央,条件・未勝利
2026-08-22,中京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,スピーチバルーン,団野大成,牝3,55.0,18,13,115.0,13,2:00.3,34.8,1.4,440,2,0,,吉村圭司,Mr Speaker,中央,条件・未勝利
2026-08-22,新潟,4,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,ルシアージュ,三浦皇成,牝3,55.0,15,7,21.0,5,1:55.3,37.7,0.6,436,-2,580000,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-08-22,新潟,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ハニージョー,石川裕紀人,牡3,57.0,18,5,12.3,16,1:35.0,34.6,1.3,506,-4,0,,矢島大樹,Mizzen Mast,中央,条件・未勝利
2026-08-22,札幌,3,3歳未勝利,3歳未勝利,,1700,ダート,良,晴,ジュラトリー,落合玄太,牝3,55.0,14,6,14.3,10,1:48.9,38.8,2.6,448,-4,0,,池上昌和,Lope de Vega,中央,条件・未勝利
2026-08-22,札幌,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,シーラス,D.レーン,牡3,57.0,16,7,15.6,5,2:01.0,37.1,0.7,460,10,580000,,堀宣行,Violence,中央,条件・未勝利
2026-08-22,札幌,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,クルサール,川又賢治,牝3,55.0,16,15,334.4,14,2:03.8,39.6,3.5,436,-14,0,,武英智,Medaglia d'Oro,中央,条件・未勝利
2026-08-22,札幌,8,3歳以上1勝クラス,3歳上1勝,,1700,ダート,良,晴,ジーティーアリア,北村友一,牝3,53.0,10,6,11.7,4,1:46.7,38.7,0.5,452,0,1200000,,田中克典,Siyouni,中央,条件・未勝利
2026-08-23,中京,5,3歳以上1勝クラス,3歳上1勝牝,,2000,芝,良,晴,アグレイビューティ,角田大和,牝3,53.0,11,9,26.6,2,1:58.8,33.8,0.2,460,-6,3300000,,上村洋行,Mastercraftsman,中央,条件・未勝利
2026-08-23,新潟,2,メイクデビュー新潟,2歳新馬,,2000,芝,良,曇,オーロラトレイル,北村友一,牝2,55.0,11,3,5.4,6,2:08.6,35.5,1.1,438,初出走,0,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-08-23,新潟,2,メイクデビュー新潟,2歳新馬,,2000,芝,良,曇,オプティミスタ,石川裕紀人,牝2,55.0,11,8,24.9,7,2:08.7,35.1,1.2,472,初出走,0,,手塚貴久,Equal Stripes,中央,条件・未勝利
2026-08-23,新潟,3,メイクデビュー新潟,2歳新馬牝,,1600,芝,良,曇,ドミナント,坂井瑠星,牝2,55.0,12,1,2.1,5,1:37.2,33.1,0.6,494,初出走,780000,,福永祐一,オルフェーヴル,中央,条件・未勝利
2026-08-23,札幌,12,WASJ第4戦,3歳上2勝,,1800,芝,良,晴,テルヒコウ,M.ヴェロン,牡3,56.0,14,6,9.4,14,1:49.5,,1.8,476,6,0,,矢作芳人,ヴィクトワールピサ,中央,条件・未勝利
2026-08-23,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,ヴァンドレスト,C.ルメール,牡2,55.0,7,1,2.0,1,2:02.6,35.4,-0.3,472,初出走,7800000,,栗田徹,Frankel,中央,条件・未勝利
2026-08-23,札幌,5,メイクデビュー札幌,2歳新馬,,1800,芝,良,晴,ソフィーサンライズ,吉田隼人,牝2,55.0,7,7,43.4,5,2:04.2,37.0,1.6,458,初出走,780000,,矢作芳人,スペシャルウィーク,中央,条件・未勝利
